movie_id,neighbor_movie_id,similarity_score
91314,300671,0.24212399923954658
91314,1538,0.2348947819674401
91314,15581,0.228747855498907
68728,16871,0.253546276418555
68728,557,0.2531848417709167
68728,766,0.24057579331422171
68728,558,0.23836564731139814
68728,231576,0.20218402107579714
68728,35944,0.20207259421636903
68728,559,0.1973380543440816
68728,694,0.19364916731037088
68728,14624,0.1906925178491185
68728,75174,0.18856180831641267
102382,1930,0.49441323247304403
102382,228066,0.24444444444444446
102382,300671,0.21516574145596762
102382,10219,0.21081851067789195
102382,39303,0.20874143036171652
102382,5353,0.2087414303617165
102382,559,0.20672455764868075
102382,109091,0.20225995873897262
102382,20662,0.20100756305184242
102382,286217,0.2
20526,22796,0.215206411665471
20526,2055,0.21296085048215072
20526,1979,0.2044652050273827
20526,296098,0.18766297265136728
20526,243940,0.1865009616480628
20526,125537,0.18650096164806276
20526,104896,0.1844626385704037
20526,70435,0.18430244519362143
20526,11013,0.18401868452464443
20526,811,0.18200630207731602
49013,920,0.4602873089491617
49013,13994,0.3371708921694099
49013,91076,0.3362691229906829
49013,862,0.3310423554409472
49013,10193,0.31378581622109447
49013,9487,0.307821536544563
49013,863,0.2997074597061421
49013,1572,0.2997074597061421
49013,13053,0.29819972656439
49013,9906,0.297112541083283
44912,11678,0.2793721183078314
44912,7305,0.23281009858985946
44912,1538,0.2186870084203477
44912,9366,0.19754591932991794
44912,49524,0.19053020329181639
44912,11458,0.18478728707195913
44912,9957,0.18224227560060588
44912,2142,0.173259232729684
44912,14295,0.17073170731707316
44912,11676,0.1700204568168902
10193,863,0.6612465225335806
10193,862,0.5843047258450759
10193,585,0.4818120558297158
10193,9487,0.4616435357484827
10193,920,0.41524093318761834
10193,11519,0.353153216848064
10193,12,0.3430251187202066
10193,62211,0.34236839400873037
10193,13053,0.32680993517304624
10193,49013,0.31378581622109447
534,30379,0.28931878117892235
534,1635,0.28931878117892235
534,1779,0.2809757434745082
534,1430,0.28015776286411065
534,9647,0.27498597046143514
534,2359,0.27496334066503747
534,37903,0.2608745973749755
534,54897,0.2608745973749755
534,11469,0.25756109818496586
534,25248,0.2553769592276246
168259,51497,0.5656854249492382
168259,9799,0.40572041296678973
168259,584,0.3012320380383547
168259,11968,0.26666666666666666
168259,10483,0.24397501823713336
168259,1635,0.23904572186687878
168259,14709,0.2253744679276044
168259,7451,0.21979349113192903
168259,9093,0.219793491131929
168259,9615,0.21912524504463887
72190,228150,0.24510221106170005
72190,64689,0.22467702680655838
72190,4512,0.2127659574468085
72190,8967,0.1979097737100941
72190,314385,0.19492029389636262
72190,5925,0.19457601286123688
72190,597,0.18779426534734153
72190,10065,0.18565582432658279
72190,238636,0.18205051366411534
72190,19995,0.18052203081325435
127585,246655,0.47837392023919084
127585,36668,0.3864634590332682
127585,36657,0.37364893492427925
127585,49538,0.3442651863295482
127585,36658,0.2951459149490488
127585,4257,0.23904572186687878
127585,9947,0.22473328748774735
127585,10117,0.19346033336266982
127585,2080,0.18624807887188755
127585,36669,0.18624807887188755
54138,13475,0.877733824497306
54138,188927,0.5875120888504803
54138,37686,0.23935677693908453
54138,75656,0.21516574145596765
54138,291805,0.21516574145596765
54138,270946,0.21081851067789195
54138,18240,0.2105379802666298
54138,70875,0.2041241452319315
54138,18925,0.1981484809753043
54138,56292,0.19364916731037088
81005,2253,0.3520340307890974
81005,36658,0.3411211461689767
81005,1452,0.31672303298595833
81005,783,0.24497796746943296
81005,9906,0.23754227473946876
81005,9671,0.23424374030084533
81005,9003,0.22996655275195
81005,1895,0.22996655275195
81005,707,0.2272727272727273
81005,12589,0.22613350843332272
64682,824,0.48441100096626927
64682,6972,0.46994769957531923
64682,454,0.44485084203895076
64682,253261,0.17078251276599332
64682,49730,0.15430334996209194
64682,328425,0.14917354742965408
64682,4257,0.14285714285714288
64682,26379,0.14101901870444156
64682,20468,0.13957263155977065
64682,215881,0.130066495428618
9543,783,0.324059461956785
9543,9802,0.24238714897403307
9543,671,0.23964061052266444
9543,1911,0.23240805359505928
9543,30379,0.22416326513328616
9543,11519,0.22191801643659276
9543,2832,0.22011272658140596
9543,1701,0.2117793624007553
9543,9962,0.20947289622255394
9543,13053,0.20806631666082195
68726,1417,0.4015578538770222
68726,11253,0.35868505789931354
68726,417859,0.29110161845558524
68726,228326,0.2247805947796066
68726,17654,0.22218821989286364
68726,470,0.21832621384168893
68726,187,0.21073180760588114
68726,7978,0.20604887854797269
68726,8068,0.19274776986097064
68726,62211,0.18394180184548975
38356,8373,0.6527912098338672
38356,91314,0.4622367258209527
38356,1858,0.45695384688370677
38356,1635,0.34718253741470684
38356,134374,0.3435921354681384
38356,9802,0.3250056229832959
38356,11519,0.280056016805602
38356,91076,0.27783119144576074
38356,783,0.2706329386826371
38356,30379,0.2700308624336609
217,87,0.6197733194098476
217,85,0.6055300708194986
217,89,0.5767872751316002
217,1892,0.4429116695439449
217,11,0.4403855060505442
217,1891,0.4320632061376772
217,1893,0.4182509562856521
217,1895,0.4151682458530184
217,1894,0.40740740740740733
217,330,0.3304867113278891
105864,10622,0.26914524410099555
105864,2022,0.26765168951565543
105864,17795,0.24853371169310862
105864,1024,0.2445579940222592
105864,11843,0.23009750575655635
105864,14220,0.21775177815467112
105864,15699,0.21486752129677
105864,2062,0.2148208058877394
105864,9208,0.21252319110217677
105864,8619,0.21239769762143662
62177,673,0.24419314525275215
62177,5255,0.19003715589632167
62177,165,0.17764623667373103
62177,767,0.17505471314812435
62177,4584,0.16898159235484367
62177,672,0.167093470609201
62177,264999,0.1653796461189446
62177,285783,0.1653796461189446
62177,196,0.15253477177414312
62177,20391,0.15202972471705734
188927,54138,0.5875120888504803
188927,13475,0.5543218625245872
188927,22907,0.2369017707396714
188927,4638,0.21759706994462233
188927,7942,0.21759706994462233
188927,107985,0.2175970699446223
188927,747,0.2175970699446223
188927,39513,0.2090605025017727
188927,8355,0.20691022044226628
188927,34813,0.18609684207969418
10681,862,0.44957188105093393
10681,9487,0.440931374958809
10681,863,0.40350877192982454
10681,12,0.3966106777878722
10681,585,0.37169597083751416
10681,49529,0.3356643640634857
10681,10193,0.3122553023075242
10681,920,0.27590308020025894
10681,62211,0.26569371377681855
10681,48340,0.25471391614863703
5174,5175,0.3294345637345082
5174,9416,0.2217095981894773
5174,10589,0.1904761904761905
5174,9013,0.16666666666666669
5174,76349,0.16208817969462155
5174,8584,0.1575521978122203
5174,622,0.14564381625088382
5174,10610,0.14557847581859087
5174,296099,0.14285714285714288
5174,1272,0.1336306209562122
14161,47933,0.6063390625908324
14161,117251,0.5720345773572676
14161,435,0.4853626716970755
14161,2024,0.282842712474619
14161,602,0.28005601680560194
14161,1090,0.228747855498907
14161,61891,0.17500000000000002
14161,272,0.16770509831248423
14161,45054,0.1653594569415369
14161,2320,0.15625
17979,5255,0.31844693546056513
17979,165,0.31008683647302115
17979,285783,0.3079201435678004
17979,196,0.3042903097250923
17979,50321,0.2955308804372051
17979,2655,0.25819888974716115
17979,686,0.23668231560156439
17979,9488,0.23078316568852544
17979,364083,0.22739701341354884
17979,10054,0.22473328748774737
76757,7459,0.509524665365068
76757,9303,0.41256147624028094
76757,605,0.35432933563515595
76757,604,0.32394177193585005
76757,752,0.2916059217599022
76757,22832,0.22566773346211
76757,12103,0.14698618394803278
76757,187017,0.14547859349066158
76757,321741,0.13894797797426317
76757,8741,0.13608276348795434
258489,7874,0.26673253468463226
258489,1499,0.24775204170460016
258489,671,0.21063136593556733
258489,767,0.20723908457632684
258489,673,0.20236218768597955
258489,116745,0.19881069312188604
258489,672,0.19781414201873612
258489,4257,0.1970276015597752
258489,1955,0.19667959845934166
258489,9449,0.19355957712870311
411,2454,0.666938942220868
411,809,0.40006613209931946
411,94352,0.3888078956798695
411,10140,0.3825460278380029
411,40769,0.26111648393354675
411,79120,0.23145502494313788
411,8618,0.22430886163681768
411,48340,0.22430886163681768
411,11362,0.21650635094610965
411,9869,0.2160604053625562
246655,127585,0.47837392023919084
246655,49538,0.42107596053325935
246655,36657,0.3225992952145052
246655,1452,0.30644818740323665
246655,36658,0.28879794895246214
246655,1927,0.21635274585338146
246655,629,0.21276595744680848
246655,2253,0.20036097492521526
246655,9947,0.1979097737100941
246655,81005,0.175919798853417
155,49026,0.7863293772334405
155,272,0.6986670116874988
155,1124,0.6218706970438532
155,157336,0.5812178109586541
155,27205,0.579304082791571
155,49521,0.4332948868044713
155,77,0.4251952027621872
155,157353,0.345645563728954
155,209112,0.24428495910091946
155,13785,0.23932498098297528
14160,585,0.34283715293537814
14160,150540,0.3283836489466588
14160,12,0.3181021383175948
14160,24356,0.27068434304281624
14160,920,0.2703868175699556
14160,12498,0.26282634662581594
14160,10147,0.25171895661120103
14160,11027,0.24948342947268953
14160,862,0.24308048263618864
14160,10681,0.24272607314187553
15512,49444,0.25584085962673253
15512,223702,0.2528249484237158
15512,228967,0.2389760596996216
15512,10996,0.22227711223719354
15512,10186,0.2201927530252721
15512,140300,0.215365246126974
15512,12133,0.20109991663496093
15512,228165,0.18835264373920446
15512,12220,0.186370957476581
15512,10189,0.18556740475630135
1726,10138,0.45163901330030726
1726,68721,0.43788026951985703
1726,271110,0.3656125345764392
1726,99861,0.306697807541074
1726,24428,0.3037906537070183
1726,102899,0.2919201796799047
1726,100402,0.28896024590835157
1726,559,0.2658047665355975
1726,10195,0.25643882226608633
1726,166424,0.2527576391226808
44826,11324,0.4490731195102493
44826,2567,0.3711537444790452
44826,1422,0.3541666666666667
44826,524,0.3370469239302113
44826,106646,0.3368607684266076
44826,203,0.3250056229832959
44826,8649,0.32274861218395146
44826,3131,0.29166666666666674
44826,769,0.2775680550013505
44826,9746,0.27050089040022973
8487,8489,0.22116293423234573
8487,10013,0.19781414201873612
8487,2185,0.19391446622548786
8487,8488,0.1876629726513673
8487,819,0.18227439222421093
8487,11971,0.180129018582505
8487,41154,0.17583479290554324
8487,14271,0.17576247754451407
8487,9541,0.17388180629013672
8487,1832,0.17376201171422898
1735,1734,0.24498947175305574
1735,9334,0.20806259464411977
1735,6978,0.19258222162991084
1735,2085,0.19094065395649332
1735,9457,0.17817416127494962
1735,539,0.16495721976846453
1735,6038,0.16283473681973243
1735,978,0.16208817969462155
1735,70436,0.16101529717988267
1735,227783,0.15877683720748895
297761,321741,0.30441976742493965
297761,77016,0.3029129782651012
297761,7873,0.2894143807081531
297761,144336,0.28400428907675285
297761,1402,0.2637182684284133
297761,2034,0.24444444444444446
297761,156022,0.21531408048872458
297761,18292,0.21400807927407778
297761,21801,0.20995272258175168
297761,14425,0.20701966780270625
2698,10052,0.4859543224404349
2698,310,0.44286104817461064
2698,1624,0.375624113212674
2698,73247,0.3397647942917503
2698,9907,0.3257515165866384
2698,8469,0.3170632437371139
2698,4105,0.3086066999241838
2698,9591,0.3003757045930553
2698,640,0.2999118036141457
2698,12589,0.2992218744656382
137113,177677,0.26104628189331214
137113,75780,0.19926334924652142
137113,2253,0.17374889710522776
137113,36597,0.17320508075688773
137113,7299,0.1649915822768611
137113,12149,0.15348515337873014
137113,276907,0.15348515337873014
137113,652,0.14301938838683886
137113,955,0.14301938838683886
137113,70436,0.1414213562373095
9804,581,0.31481481481481477
9804,12160,0.30641823991366257
9804,2055,0.30376521820404184
9804,9922,0.2909571869813232
9804,12506,0.28867513459481287
9804,10833,0.27789595594852634
9804,12589,0.2721655269759087
9804,783,0.2721655269759087
9804,11644,0.2703690352179376
9804,8197,0.27036903521793754
14869,72559,0.2696799449852968
14869,1734,0.26111648393354675
14869,9457,0.2175970699446223
14869,59967,0.20906050250177272
14869,8999,0.18392019594868114
14869,146216,0.1797866299901979
14869,12153,0.17815670605460154
14869,4248,0.17516226243634267
14869,100241,0.17292861596651865
14869,138697,0.1723139057401838
150540,14160,0.3283836489466588
150540,9487,0.2631773073081477
150540,862,0.24057579331422171
150540,863,0.23036964956043254
150540,10681,0.23036964956043252
150540,12,0.22643141663797006
150540,585,0.21128856368212914
150540,49529,0.18856180831641267
150540,9806,0.1825741858350554
150540,21801,0.1821996742902561
278927,15745,0.4603392506677321
278927,19899,0.29128763250176765
278927,10719,0.2527015890855968
278927,1726,0.23857283174626326
278927,10218,0.23115423855882583
278927,68721,0.22883102141894213
278927,109431,0.21320071635561044
278927,9414,0.21320071635561044
278927,35199,0.19694638556693236
278927,10138,0.19668431441216497
10138,1726,0.45163901330030726
10138,99861,0.4450123667345042
10138,68721,0.4331969234286932
10138,271110,0.36170212765957444
10138,100402,0.351839597706834
10138,24428,0.340613657372866
10138,118340,0.3010926755335382
10138,27995,0.2888557258759076
10138,102899,0.28879794895246214
10138,41823,0.28077128592989664
58595,290595,0.2780938647955929
58595,2675,0.20837855928270652
58595,8645,0.191662969499982
58595,102651,0.191662969499982
58595,745,0.1855768722395226
58595,25,0.18367346938775508
58595,9741,0.18182745801939793
58595,10773,0.17829649164382366
58595,6947,0.17660643936260015
58595,55787,0.170367083999984
102651,79777,0.2840042890767528
102651,314385,0.25896619868911863
102651,58595,0.191662969499982
102651,37710,0.18401748249129446
102651,27576,0.17777777777777778
102651,7305,0.15555555555555556
102651,10865,0.15220988371246985
102651,10219,0.1475729574745244
102651,9741,0.14757295747452437
102651,2977,0.1363988678940947
119450,95,0.2328890038958328
119450,9268,0.22739701341354884
119450,189711,0.21758445525607323
119450,1979,0.2067245576486808
119450,10555,0.20100756305184242
119450,679,0.2
119450,2055,0.19574007317156783
119450,1779,0.1934603333626698
119450,1430,0.19289712886816485
119450,11778,0.187812056606337
79698,45054,0.21597969886241553
79698,10533,0.1667028474261652
79698,62630,0.15848577035006547
79698,47933,0.1385917857350474
79698,9607,0.13552618543578768
79698,96534,0.12777531299998798
79698,11968,0.12777531299998798
79698,11665,0.12371791482634839
79698,117251,0.1188643277625491
79698,435,0.1188643277625491
64686,11519,0.22454435656953595
64686,783,0.21216710619787638
64686,109431,0.19518001458970666
64686,11096,0.19440394783993475
64686,10132,0.19258222162991084
64686,10890,0.19138975058773822
64686,13053,0.1913897505877382
64686,10632,0.19094065395649332
64686,4105,0.1889822365046136
64686,771,0.1872563351797078
100402,271110,0.48377944684689683
100402,99861,0.43902705525372276
100402,24428,0.372741914953162
100402,10138,0.351839597706834
100402,76338,0.34893157889942655
100402,1726,0.28896024590835157
100402,102899,0.2771609312622936
100402,118340,0.26673253468463226
100402,68721,0.25584085962673253
100402,1273,0.24174688920761406
10192,810,0.37267799624996495
10192,809,0.3563483225498993
10192,3179,0.2283867199010496
10192,8872,0.21884405476620425
10192,13403,0.20739033894608502
10192,12177,0.2060408459230335
10192,57800,0.19448665533052606
10192,82690,0.19047619047619047
10192,1378,0.1889822365046136
10192,808,0.18856180831641267
158852,10316,0.19223661202719813
158852,152760,0.17569548212468183
158852,13155,0.1648085632718039
158852,157544,0.16118595467047642
158852,2359,0.15867270075160383
158852,231,0.15779218606680068
158852,1430,0.15156584861455666
158852,9043,0.14634146341463417
158852,135397,0.1428976524688623
158852,1656,0.1428976524688623
177572,10054,0.2984810028978546
177572,9367,0.282842712474619
177572,9488,0.28149445897705094
177572,1428,0.28149445897705094
177572,205587,0.2809757434745082
177572,14199,0.2752988806446741
177572,27576,0.27406406388125953
177572,9276,0.26539552107881487
177572,34101,0.26263966158357477
177572,187,0.2625
82690,13053,0.3366657081707087
82690,772,0.305441419328485
82690,11519,0.29450754468697576
82690,9962,0.2943440656043337
82690,771,0.28894279819853236
82690,8741,0.2857142857142857
82690,783,0.2857142857142857
82690,11212,0.27382077571623753
82690,2832,0.26805548212375485
82690,2133,0.26490647141300877
5255,8358,0.6148758864216781
5255,686,0.531021250116337
5255,165,0.5101887144743907
5255,196,0.5006516358818929
5255,2655,0.49676181462496044
5255,285783,0.47495984510281897
5255,87502,0.4374535230321356
5255,13,0.4293937601787079
5255,2310,0.4279002121398116
5255,9374,0.4077571434211702
47933,14161,0.6063390625908324
47933,117251,0.5717718748968655
47933,435,0.5549550550469577
47933,602,0.40754136648679457
47933,2024,0.291547594742265
47933,1090,0.22191801643659273
47933,61891,0.21828206253269966
47933,45054,0.18333969940564224
47933,273899,0.17424273674761284
47933,10929,0.17149858514250882
10191,82702,0.523682240556385
10191,13053,0.3066746596631935
10191,10727,0.2525343242128887
10191,73247,0.20373864130857494
10191,172385,0.18227439222421096
10191,11478,0.17826260712863456
10191,12228,0.17143634649587836
10191,10193,0.17143634649587836
10191,158752,0.17143634649587836
10191,298584,0.15959855297967945
296,218,0.4571635906556756
296,280,0.3585543941457887
296,2756,0.29127586401773153
296,14557,0.2699527623995086
296,13053,0.25800784355766804
296,1955,0.2522522977486172
296,87101,0.2453582460328592
296,7220,0.24019223070763074
296,11015,0.23533936216582085
296,10999,0.22645540682891918
118340,99861,0.44982345106024185
118340,24428,0.3645487844484219
118340,11544,0.31832750166608376
118340,10138,0.3010926755335382
118340,76338,0.29576024087563846
118340,102899,0.2710687382741972
118340,100402,0.26673253468463226
118340,27995,0.24818179405135812
118340,271110,0.23657281649063713
118340,83686,0.23026564952925205
157336,49026,0.6135140280436617
157336,155,0.5812178109586541
157336,27205,0.5665713854372086
157336,1124,0.5424508028966483
157336,272,0.4306281609774492
157336,49521,0.4005963724010764
157336,77,0.3931079294405247
157336,244783,0.24770754201107464
