movie_id,closest_movie_ids,similarity_scores
290370,"[16911, 218043, 11470, 1272, 435, 119450, 2789, 1687, 11351, 10200]","[0.546882152557373, 0.5179616808891296, 0.4924192428588867, 0.42974594235420227, 0.4030185043811798, 0.4018981456756592, 0.40092283487319946, 0.38944557309150696, 0.3812106251716614, 0.3776935636997223]"
426469,"[9027, 16727, 11798, 16642, 10530, 16899, 11091, 86825, 198185, 11359]","[0.5162785053253174, 0.4765200614929199, 0.46867960691452026, 0.4550408720970154, 0.44983741641044617, 0.4486870765686035, 0.43894046545028687, 0.4288671612739563, 0.42601650953292847, 0.42357105016708374]"
356841,"[18065, 100, 14351, 9400, 431, 254472, 118612, 347548, 26916, 97614]","[0.38556721806526184, 0.36220183968544006, 0.3445727825164795, 0.320258766412735, 0.31913161277770996, 0.314269095659256, 0.3140582740306854, 0.31355559825897217, 0.3109222650527954, 0.31003206968307495]"
301325,"[277685, 206197, 11827, 4232, 18405, 139715, 92635, 36047, 117942, 10092]","[0.5204089879989624, 0.4677625298500061, 0.4396502673625946, 0.43532174825668335, 0.42996376752853394, 0.4298257827758789, 0.42620596289634705, 0.4229418933391571, 0.4104587435722351, 0.40735772252082825]"
347755,"[226458, 12403, 9392, 208763, 9792, 27551, 84204, 4442, 11351, 6171]","[0.5573424100875854, 0.5456868410110474, 0.5278748273849487, 0.5225841999053955, 0.5147398710250854, 0.5140630006790161, 0.5032799243927002, 0.5008915066719055, 0.49969953298568726, 0.49916955828666687]"
408,"[58595, 62764, 164372, 2008, 1958, 109445, 290595, 14517, 40914, 411]","[0.7202277183532715, 0.6548968553543091, 0.5539101362228394, 0.5402923822402954, 0.5132431387901306, 0.48677244782447815, 0.4752790331840515, 0.4655908942222595, 0.46244218945503235, 0.46107423305511475]"
44413,"[24424, 46849, 216015, 19344, 10226, 812, 310569, 28353, 10028, 63492]","[0.4953780472278595, 0.4879071116447449, 0.4875814616680145, 0.48522183299064636, 0.4660869836807251, 0.46527570486068726, 0.4502105116844177, 0.44310641288757324, 0.43417832255363464, 0.43133658170700073]"
39209,"[280871, 710, 708, 581, 11400, 253, 36670, 43884, 389425, 658]","[0.45231032371520996, 0.4081991910934448, 0.3973950445652008, 0.39416325092315674, 0.38468530774116516, 0.3839781880378723, 0.37978383898735046, 0.3776248097419739, 0.37753647565841675, 0.3753841519355774]"
48463,"[87818, 9311, 9045, 48340, 9570, 250184, 107315, 16508, 84204, 421]","[0.4978981912136078, 0.48793143033981323, 0.4834316372871399, 0.473244845867157, 0.4619503319263458, 0.44317910075187683, 0.4399554431438446, 0.43245577812194824, 0.43037325143814087, 0.42855462431907654]"
394047,"[49950, 10024, 11648, 385636, 10756, 12090, 157909, 92182, 12620, 12771]","[0.6150438189506531, 0.5843396782875061, 0.5536518096923828, 0.5006088614463806, 0.49941134452819824, 0.49068358540534973, 0.4855746924877167, 0.4612482190132141, 0.45540809631347656, 0.422872394323349]"
312791,"[271185, 8271, 16643, 46729, 14758, 9089, 22102, 18206, 280381, 79694]","[0.4637224078178406, 0.45887118577957153, 0.44400495290756226, 0.43410518765449524, 0.43299591541290283, 0.43180763721466064, 0.4309641122817993, 0.43060094118118286, 0.42901334166526794, 0.42780205607414246]"
266034,"[9631, 224569, 332411, 351043, 376004, 807, 136400, 13389, 5236, 27995]","[0.4839633107185364, 0.4347296357154846, 0.41403675079345703, 0.41151732206344604, 0.4022500514984131, 0.3973919749259949, 0.39456117153167725, 0.39042535424232483, 0.38778072595596313, 0.3841191530227661]"
280381,"[609, 18475, 11618, 312791, 5876, 254473, 9515, 14758, 146269, 9613]","[0.4497109055519104, 0.44447988271713257, 0.4358721375465393, 0.42901334166526794, 0.41653454303741455, 0.4123886525630951, 0.4123557209968567, 0.403521865606308, 0.39254289865493774, 0.3885180950164795]"
2661,"[9067, 2756, 166424, 8452, 1687, 9954, 25186, 10138, 308531, 1124]","[0.36869004368782043, 0.3682594895362854, 0.36755847930908203, 0.3627380132675171, 0.3567062318325043, 0.3529144525527954, 0.35182470083236694, 0.35100317001342773, 0.349324107170105, 0.34676527976989746]"
100,"[10220, 146238, 14576, 98557, 9490, 59108, 10646, 15745, 20857, 8363]","[0.5689817667007446, 0.5025196075439453, 0.4652853012084961, 0.4651387333869934, 0.4416903257369995, 0.44070273637771606, 0.43955740332603455, 0.43911534547805786, 0.43876639008522034, 0.4373701810836792]"
218500,"[18828, 184346, 13536, 119657, 389, 12612, 45054, 9631, 2575, 66]","[0.4107568562030792, 0.4037667512893677, 0.39338335394859314, 0.3926946818828583, 0.3908337354660034, 0.38371795415878296, 0.38296636939048767, 0.3788716793060303, 0.3739761412143707, 0.3738864064216614]"
309,"[97614, 138976, 333348, 115210, 16358, 290391, 80278, 157422, 101179, 5123]","[0.5203728675842285, 0.5002259016036987, 0.4935583472251892, 0.4650176167488098, 0.4596800208091736, 0.4557950794696808, 0.4531692862510681, 0.4499817192554474, 0.4488098919391632, 0.4461085796356201]"
27845,"[40794, 10761, 19913, 87428, 241766, 115210, 31007, 10623, 23570, 14444]","[0.5676363706588745, 0.5525177717208862, 0.5183719396591187, 0.512417197227478, 0.5052381753921509, 0.5041243433952332, 0.49874889850616455, 0.49571412801742554, 0.49229225516319275, 0.4857966899871826]"
25784,"[9952, 10590, 21612, 16005, 4476, 10105, 426469, 281230, 10439, 9361]","[0.48565465211868286, 0.4548557996749878, 0.4342552721500397, 0.415888249874115, 0.41034287214279175, 0.3681514859199524, 0.35824090242385864, 0.3557143211364746, 0.3485063314437866, 0.3481210768222809]"
52790,"[1930, 14275, 20737, 14736, 323677, 112456, 21972, 20178, 109410, 879]","[0.5143200159072876, 0.5006187558174133, 0.4994432330131531, 0.48415327072143555, 0.47752809524536133, 0.46900737285614014, 0.4615795612335205, 0.454984575510025, 0.45267626643180847, 0.44436582922935486]"
100275,"[49951, 5038, 235, 10710, 11697, 342521, 19556, 194662, 628, 62837]","[0.4159390926361084, 0.41102898120880127, 0.39246830344200134, 0.38593992590904236, 0.3691776394844055, 0.36798226833343506, 0.36235830187797546, 0.35770127177238464, 0.35636425018310547, 0.3547997772693634]"
295914,"[1494, 152737, 235271, 76757, 9947, 82990, 18937, 1088, 14844, 253235]","[0.45313000679016113, 0.36570337414741516, 0.324618935585022, 0.3129776418209076, 0.3086327314376831, 0.30487874150276184, 0.3048308491706848, 0.30363184213638306, 0.30158501863479614, 0.29837530851364136]"
42033,"[40160, 203801, 602, 11260, 146631, 11954, 88005, 76341, 8656, 106845]","[0.5375547409057617, 0.5070840120315552, 0.5060615539550781, 0.494179904460907, 0.4909733235836029, 0.4859539568424225, 0.48418301343917847, 0.4823954105377197, 0.47623544931411743, 0.4717791676521301]"
19187,"[4012, 287903, 11051, 10269, 424, 850, 15005, 9279, 10147, 327]","[0.4912872910499573, 0.4766031503677368, 0.4479485750198364, 0.4417182505130768, 0.4133415222167969, 0.3969213366508484, 0.3900005519390106, 0.38846975564956665, 0.37927401065826416, 0.3747113347053528]"
46415,"[15927, 17202, 12088, 32222, 14324, 27404, 480, 22597, 15122, 47607]","[0.6207371950149536, 0.49373409152030945, 0.49218320846557617, 0.4716314971446991, 0.4708153009414673, 0.4688253402709961, 0.4658612608909607, 0.4654079079627991, 0.4641871750354767, 0.44654110074043274]"
38570,"[6957, 28353, 10591, 20009, 10472, 42889, 192132, 16222, 10641, 10314]","[0.5997347235679626, 0.4792945384979248, 0.4565909504890442, 0.4527885317802429, 0.44649583101272583, 0.44398990273475647, 0.44060173630714417, 0.4403708577156067, 0.4401630163192749, 0.42714983224868774]"
27588,"[621, 10013, 9893, 64678, 43959, 36355, 271185, 44770, 290391, 1989]","[0.5070672035217285, 0.5041130781173706, 0.4843485355377197, 0.4786723852157593, 0.47674399614334106, 0.4628448486328125, 0.46237868070602417, 0.46185973286628723, 0.4594956040382385, 0.45921048521995544]"
223,"[10052, 133698, 47502, 351043, 9963, 10998, 89325, 45791, 3877, 1988]","[0.540475606918335, 0.5396155118942261, 0.4777892827987671, 0.47697970271110535, 0.4698197543621063, 0.45955055952072144, 0.4487053155899048, 0.44018545746803284, 0.4352009892463684, 0.4336990714073181]"
9725,"[9730, 11361, 9728, 10987, 10285, 9731, 11357, 29731, 794, 10225]","[0.5922311544418335, 0.5901169180870056, 0.5861628651618958, 0.5473361015319824, 0.5452120304107666, 0.5287692546844482, 0.5098497867584229, 0.4927840232849121, 0.4881890118122101, 0.48339056968688965]"
28580,"[451, 10468, 87502, 17170, 79120, 8363, 146269, 4958, 68924, 36351]","[0.48555412888526917, 0.4358547031879425, 0.43177586793899536, 0.41810500621795654, 0.4179777204990387, 0.4113185703754425, 0.4063654839992523, 0.40462103486061096, 0.39068642258644104, 0.384843111038208]"
23730,"[13051, 7191, 69668, 184346, 30315, 241239, 239, 18405, 146198, 562]","[0.6019538044929504, 0.5541310906410217, 0.5501821041107178, 0.5397837162017822, 0.5231812000274658, 0.5191237330436707, 0.5189064741134644, 0.517106831073761, 0.5125902891159058, 0.5082512497901917]"
84197,"[26837, 361398, 204082, 88036, 14114, 10615, 227707, 94072, 10696, 5722]","[0.45834600925445557, 0.45679837465286255, 0.45652246475219727, 0.4542524218559265, 0.4524880647659302, 0.445098340511322, 0.4373404383659363, 0.437120646238327, 0.43629008531570435, 0.4272827208042145]"
46256,"[10545, 9392, 48034, 24913, 9893, 84355, 333348, 9988, 97614, 2447]","[0.4730590283870697, 0.44664597511291504, 0.4375261664390564, 0.42218565940856934, 0.42016589641571045, 0.41249966621398926, 0.4100906252861023, 0.39494454860687256, 0.38807111978530884, 0.38135671615600586]"
19997,"[2251, 14057, 2176, 111190, 8467, 1544, 40001, 49022, 9760, 25786]","[0.5288474559783936, 0.5216464996337891, 0.5163528323173523, 0.5144888162612915, 0.5057858824729919, 0.5034514665603638, 0.49196159839630127, 0.49027758836746216, 0.48948797583580017, 0.48835235834121704]"
43266,"[42345, 9092, 786, 142, 13768, 15927, 34653, 15013, 4148, 142132]","[0.5185674428939819, 0.4989780783653259, 0.4662991762161255, 0.44462305307388306, 0.4397241175174713, 0.43909525871276855, 0.43073421716690063, 0.4305291771888733, 0.43010038137435913, 0.4300938844680786]"
278316,"[215918, 12088, 40932, 4012, 22597, 924, 10167, 13856, 339984, 44639]","[0.47582536935806274, 0.4619910717010498, 0.452586829662323, 0.447193443775177, 0.4333440065383911, 0.4326978325843811, 0.41994017362594604, 0.4055391550064087, 0.40341371297836304, 0.3984289765357971]"
1412,"[133698, 77156, 3766, 28211, 10998, 72766, 72086, 241251, 47502, 10068]","[0.5163997411727905, 0.5062298774719238, 0.504399299621582, 0.5012832880020142, 0.49926525354385376, 0.49522918462753296, 0.49022698402404785, 0.48897501826286316, 0.4887486696243286, 0.4527057707309723]"
176,"[12192, 13569, 39303, 8080, 299145, 39895, 9809, 11615, 807, 22803]","[0.5002811551094055, 0.4911089837551117, 0.4811195731163025, 0.4755980372428894, 0.46078938245773315, 0.4542613625526428, 0.4525585174560547, 0.4511532783508301, 0.44255271553993225, 0.4412826597690582]"
39939,"[10877, 144336, 67913, 14560, 8744, 193893, 9257, 146198, 10189, 7873]","[0.4899154007434845, 0.48050305247306824, 0.44006383419036865, 0.433371901512146, 0.4261936545372009, 0.4248933494091034, 0.42287367582321167, 0.4196016788482666, 0.4161721467971802, 0.4141675531864166]"
357834,"[182291, 64973, 40769, 409, 26837, 282128, 263503, 4723, 795, 44943]","[0.4696764349937439, 0.43395861983299255, 0.4125306010246277, 0.408355176448822, 0.39876407384872437, 0.39445239305496216, 0.3914518356323242, 0.38764768838882446, 0.3859647512435913, 0.38239502906799316]"
215924,"[11066, 10053, 73191, 9913, 125052, 50837, 13972, 34069, 462, 7547]","[0.48998498916625977, 0.43719911575317383, 0.4300440847873688, 0.39388930797576904, 0.39377695322036743, 0.3845074772834778, 0.38151586055755615, 0.38102710247039795, 0.3767298460006714, 0.37119778990745544]"
480,"[15927, 79698, 32222, 46415, 14395, 17202, 1382, 302579, 89540, 9027]","[0.52507483959198, 0.4906426668167114, 0.4901050329208374, 0.4658612608909607, 0.4496397376060486, 0.44940900802612305, 0.4417891502380371, 0.4338248372077942, 0.43088462948799133, 0.4183483123779297]"
14295,"[10994, 53113, 8292, 12877, 747, 44562, 11313, 13090, 283445, 6537]","[0.5373314023017883, 0.5347377061843872, 0.5135074853897095, 0.5062063336372375, 0.5038757920265198, 0.49731093645095825, 0.4889479875564575, 0.4884665906429291, 0.4871774911880493, 0.4832764267921448]"
11219,"[23730, 790, 8913, 11576, 118612, 4011, 98568, 9902, 9619, 216282]","[0.48531487584114075, 0.46891552209854126, 0.4669804573059082, 0.44411981105804443, 0.443537175655365, 0.4380283057689667, 0.42992502450942993, 0.42824506759643555, 0.42820820212364197, 0.42606639862060547]"
20770,"[9022, 43347, 50544, 20616, 27573, 2610, 17403, 4951, 160588, 250124]","[0.49599313735961914, 0.4642924666404724, 0.46391093730926514, 0.45297372341156006, 0.45274627208709717, 0.4514141082763672, 0.4433014988899231, 0.44162729382514954, 0.4403018057346344, 0.43600982427597046]"
176124,"[23479, 25636, 21641, 14137, 9291, 77875, 12586, 24663, 20857, 21512]","[0.5090341567993164, 0.498367041349411, 0.4910092353820801, 0.4784485101699829, 0.47396910190582275, 0.4734944999217987, 0.4632840156555176, 0.45514434576034546, 0.4522929787635803, 0.4416438341140747]"
500,"[16991, 66, 8744, 388, 819, 9481, 291081, 49010, 15365, 8978]","[0.4878068268299103, 0.4634890556335449, 0.4543316960334778, 0.4492262601852417, 0.4468843340873718, 0.44157272577285767, 0.4397152364253998, 0.4387255609035492, 0.43709298968315125, 0.4323730766773224]"
60400,"[12155, 9715, 202575, 46195, 10481, 2493, 77934, 6217, 11956, 44264]","[0.5128827095031738, 0.5010837316513062, 0.4950551986694336, 0.4839361310005188, 0.4688511788845062, 0.4653366208076477, 0.46423250436782837, 0.4625384211540222, 0.45973753929138184, 0.4575332999229431]"
429,"[391, 98549, 319910, 18616, 29715, 82525, 80304, 680, 700, 29595]","[0.5169805288314819, 0.5121517777442932, 0.46006929874420166, 0.4473044276237488, 0.4055171608924866, 0.4004442095756531, 0.39546656608581543, 0.3904839754104614, 0.38922399282455444, 0.38383519649505615]"
310569,"[78814, 49730, 10391, 55903, 9655, 38363, 19255, 4379, 11361, 160588]","[0.5427588224411011, 0.5417608022689819, 0.49961233139038086, 0.4914875626564026, 0.4888610243797302, 0.48143523931503296, 0.478854775428772, 0.4770662188529968, 0.4767288267612457, 0.4716207981109619]"
98369,"[17768, 9685, 11456, 8193, 9469, 244786, 13938, 45145, 5255, 31005]","[0.4188299775123596, 0.4116283655166626, 0.3907402753829956, 0.3741512596607208, 0.36806249618530273, 0.36709433794021606, 0.3370458483695984, 0.33693212270736694, 0.3368293046951294, 0.33617889881134033]"
114065,"[13403, 5722, 11827, 27586, 30082, 313922, 6282, 23367, 22798, 14299]","[0.5557919144630432, 0.4592074155807495, 0.43377605080604553, 0.41184768080711365, 0.3945200443267822, 0.3892977237701416, 0.37971872091293335, 0.3794921040534973, 0.3761472702026367, 0.37117522954940796]"
89750,"[222935, 9096, 35691, 40807, 53113, 2359, 462, 45153, 238615, 40805]","[0.38909512758255005, 0.3801021873950958, 0.36147791147232056, 0.36056336760520935, 0.3588852286338806, 0.35492268204689026, 0.3489668071269989, 0.34065011143684387, 0.33513104915618896, 0.3339962959289551]"
49951,"[40963, 9770, 284296, 103620, 100275, 194662, 64690, 68727, 38317, 74510]","[0.5229611992835999, 0.49829763174057007, 0.46919000148773193, 0.4412199854850769, 0.4159390926361084, 0.41582539677619934, 0.4005664587020874, 0.39174503087997437, 0.38794389367103577, 0.3871948719024658]"
86331,"[29371, 290370, 199933, 14, 13849, 152737, 42888, 14022, 16911, 46705]","[0.35310012102127075, 0.35128289461135864, 0.34836477041244507, 0.339508593082428, 0.3324955701828003, 0.3305957317352295, 0.3258661925792694, 0.31845518946647644, 0.3160487413406372, 0.310278058052063]"
355629,"[12247, 27004, 11287, 239, 20309, 380733, 228326, 146, 9954, 13156]","[0.41316431760787964, 0.40956026315689087, 0.40753477811813354, 0.4049733877182007, 0.39627787470817566, 0.3821803331375122, 0.3782348334789276, 0.37767350673675537, 0.37697890400886536, 0.37625187635421753]"
16433,"[9707, 25208, 29514, 10388, 8053, 1808, 7548, 44718, 10225, 14435]","[0.490261971950531, 0.4442981481552124, 0.4313870072364807, 0.42726951837539673, 0.4268030524253845, 0.4231601357460022, 0.40201711654663086, 0.401711642742157, 0.3970392346382141, 0.39666634798049927]"
15544,"[91122, 159770, 32222, 9344, 15389, 27404, 59436, 51828, 302, 4012]","[0.6464869379997253, 0.5191776752471924, 0.4955659806728363, 0.4655008018016815, 0.4567018151283264, 0.42665061354637146, 0.42596516013145447, 0.4158177375793457, 0.4152581989765167, 0.39943888783454895]"
43884,"[14608, 752, 13909, 10557, 1372, 197, 1562, 783, 9093, 10592]","[0.4602370858192444, 0.4346027970314026, 0.4179759621620178, 0.40418803691864014, 0.4025540351867676, 0.3977711796760559, 0.3960758447647095, 0.3926732838153839, 0.3879830837249756, 0.38790765404701233]"
107315,"[16205, 5994, 310706, 11644, 72358, 14778, 18808, 75612, 14113, 44113]","[0.6099855899810791, 0.5793854594230652, 0.5513175129890442, 0.5487815141677856, 0.5486160516738892, 0.539950966835022, 0.5367707014083862, 0.5256682634353638, 0.5231713056564331, 0.5182816982269287]"
137955,"[30497, 7191, 290391, 277685, 37686, 3597, 9902, 23730, 18405, 235]","[0.4867832362651825, 0.48263853788375854, 0.4758665859699249, 0.47077226638793945, 0.4560944139957428, 0.45459556579589844, 0.439703106880188, 0.4376419186592102, 0.43396201729774475, 0.40407225489616394]"
13064,"[9290, 24266, 1947, 17908, 111794, 71552, 250124, 299553, 44857, 22881]","[0.5346893072128296, 0.5132907629013062, 0.4901879131793976, 0.4872002601623535, 0.4734470844268799, 0.4719419479370117, 0.4667878746986389, 0.46576666831970215, 0.46535176038742065, 0.4568580389022827]"
59917,"[11699, 12277, 10615, 257091, 26352, 312113, 25066, 308639, 6466, 272]","[0.5047886371612549, 0.49806010723114014, 0.48296836018562317, 0.46640509366989136, 0.460013210773468, 0.456076443195343, 0.4435397982597351, 0.44347912073135376, 0.4431280493736267, 0.4398459196090698]"
157422,"[82990, 49018, 64685, 11058, 16358, 91586, 333348, 309, 72359, 293670]","[0.5128951072692871, 0.5027502775192261, 0.4922215938568115, 0.4726940095424652, 0.4719451665878296, 0.4559343755245209, 0.45001596212387085, 0.4499817192554474, 0.4446864724159241, 0.43204718828201294]"
310933,"[123678, 323270, 66468, 807, 12212, 1551, 312793, 36095, 12088, 4657]","[0.4716065227985382, 0.44782379269599915, 0.40814700722694397, 0.40341702103614807, 0.4014250636100769, 0.3889223337173462, 0.3851829171180725, 0.38486894965171814, 0.3838261067867279, 0.38352981209754944]"
7553,"[16172, 4597, 24, 10744, 84188, 10925, 38778, 186, 54054, 1248]","[0.4100639224052429, 0.40504366159439087, 0.3902416229248047, 0.37062323093414307, 0.3666767179965973, 0.3661673069000244, 0.3626093566417694, 0.3521116375923157, 0.34661808609962463, 0.34215348958969116]"
12877,"[11358, 8292, 13197, 299145, 14295, 10549, 766, 43931, 72086, 182873]","[0.5944724082946777, 0.5745685696601868, 0.5655472278594971, 0.5566904544830322, 0.5062063336372375, 0.49101001024246216, 0.4739249050617218, 0.45515215396881104, 0.4541323781013489, 0.4510117173194885]"
39895,"[250184, 325123, 44264, 16288, 807, 290555, 272724, 2275, 77156, 78381]","[0.5459855794906616, 0.5143424868583679, 0.512517511844635, 0.5103304386138916, 0.5062670111656189, 0.4963463842868805, 0.4953528940677643, 0.48924553394317627, 0.481349378824234, 0.4807834029197693]"
102840,"[225886, 10068, 4995, 14474, 50544, 9344, 1440, 44990, 178862, 302]","[0.4847472906112671, 0.443241149187088, 0.442920982837677, 0.4305589497089386, 0.4229625463485718, 0.4206257462501526, 0.4189809560775757, 0.41452279686927795, 0.3944418430328369, 0.3922308683395386]"
55616,"[535, 27022, 29514, 15389, 44214, 18320, 65086, 8293, 294550, 1934]","[0.5202553868293762, 0.4901663362979889, 0.4431504011154175, 0.4369637370109558, 0.43575555086135864, 0.4225507974624634, 0.4147707223892212, 0.39914679527282715, 0.39395201206207275, 0.39050769805908203]"
29697,"[10397, 55720, 771, 11699, 7220, 1123, 26171, 8841, 39514, 192136]","[0.4245761036872864, 0.40172576904296875, 0.38551855087280273, 0.3594709038734436, 0.3576449155807495, 0.35493409633636475, 0.3532586395740509, 0.3455387353897095, 0.34503060579299927, 0.3428831100463867]"
50037,"[12120, 4970, 323271, 18045, 588, 2268, 15158, 4858, 134597, 25312]","[0.5119160413742065, 0.505713701248169, 0.49797680974006653, 0.4915072023868561, 0.4834522604942322, 0.4675636887550354, 0.46193933486938477, 0.4588010907173157, 0.45483657717704773, 0.44909197092056274]"
94329,"[144336, 226458, 254473, 185465, 13051, 49010, 244114, 23730, 82682, 18405]","[0.5359477996826172, 0.5185946226119995, 0.5174302458763123, 0.5129108428955078, 0.5050665140151978, 0.5003169775009155, 0.48978573083877563, 0.48391687870025635, 0.4745914936065674, 0.47307175397872925]"
53502,"[36586, 12484, 19901, 36648, 9945, 277, 38321, 10331, 9920, 58431]","[0.5367256999015808, 0.5131106376647949, 0.5101668238639832, 0.5070784091949463, 0.4802433252334595, 0.47887805104255676, 0.46598416566848755, 0.46265268325805664, 0.4599560499191284, 0.4570390582084656]"
202604,"[38358, 157544, 12312, 1949, 321741, 8675, 48171, 3021, 1428, 76487]","[0.4714891314506531, 0.40320920944213867, 0.39950627088546753, 0.39676839113235474, 0.3945096731185913, 0.39082908630371094, 0.38543662428855896, 0.3831891417503357, 0.38305598497390747, 0.3827456831932068]"
289,"[20024, 16899, 770, 6687, 11426, 14736, 11302, 13948, 339408, 22074]","[0.379399836063385, 0.3792998194694519, 0.36739596724510193, 0.35571566224098206, 0.35232099890708923, 0.35170042514801025, 0.3379700183868408, 0.3333304524421692, 0.3326599895954132, 0.3308345079421997]"
27374,"[46849, 12155, 35791, 39013, 13538, 13160, 1586, 10160, 284293, 433715]","[0.5784790515899658, 0.5582597255706787, 0.5474828481674194, 0.5101596117019653, 0.5081448554992676, 0.49294644594192505, 0.49137169122695923, 0.4863851070404053, 0.48280465602874756, 0.4761824607849121]"
26815,"[11692, 9466, 9390, 22947, 7913, 9691, 74725, 12586, 32740, 20178]","[0.4110945463180542, 0.4052802622318268, 0.39657360315322876, 0.3845241069793701, 0.3813509941101074, 0.3796376883983612, 0.3720426559448242, 0.3718087673187256, 0.36770206689834595, 0.3608383238315582]"
811,"[11935, 10416, 44833, 39513, 168, 8656, 190847, 1685, 348, 926]","[0.5010771155357361, 0.495000958442688, 0.48289138078689575, 0.4741411805152893, 0.4727943539619446, 0.47105729579925537, 0.46650463342666626, 0.45767009258270264, 0.4560249149799347, 0.4527181386947632]"
1366,"[1246, 45317, 312221, 14014, 307081, 20761, 8489, 59440, 10471, 8456]","[0.6275032758712769, 0.6084092855453491, 0.5801776647567749, 0.5237256288528442, 0.5011874437332153, 0.4846299886703491, 0.48269903659820557, 0.423286110162735, 0.4159548580646515, 0.41207200288772583]"
244776,"[109428, 35056, 79694, 13160, 37786, 8271, 40185, 280092, 31007, 290391]","[0.5132876634597778, 0.4964306056499481, 0.4954330027103424, 0.49248355627059937, 0.48941531777381897, 0.4820951819419861, 0.47787147760391235, 0.474948525428772, 0.47070133686065674, 0.46990150213241577]"
5769,"[10761, 621, 12090, 72207, 14444, 19913, 259694, 11257, 41630, 53256]","[0.5641744136810303, 0.5022385716438293, 0.4945756196975708, 0.4483557641506195, 0.44679027795791626, 0.4391191601753235, 0.42544594407081604, 0.42076706886291504, 0.41722387075424194, 0.4110734760761261]"
277685,"[26688, 4232, 21309, 301325, 290391, 159770, 18892, 7191, 44945, 92635]","[0.5493720173835754, 0.5486277341842651, 0.5227710008621216, 0.5204089879989624, 0.5092728137969971, 0.4985470771789551, 0.49716418981552124, 0.4957185983657837, 0.4904523491859436, 0.4891340434551239]"
103,"[3116, 13201, 18487, 13990, 11517, 8681, 2001, 10641, 20406, 44594]","[0.5160179138183594, 0.47217559814453125, 0.4643270969390869, 0.44391578435897827, 0.4301641285419464, 0.42823052406311035, 0.4202059209346771, 0.4188798666000366, 0.4183661937713623, 0.4132187068462372]"
11298,"[8197, 293670, 23730, 10398, 15365, 11033, 18681, 157058, 13812, 210577]","[0.47602128982543945, 0.4652542471885681, 0.45505601167678833, 0.45406460762023926, 0.4463692605495453, 0.4428260624408722, 0.4395892322063446, 0.4395589828491211, 0.42677387595176697, 0.4261990785598755]"
646,"[36670, 10764, 667, 682, 253, 657, 710, 37724, 658, 709]","[0.6722220778465271, 0.6076158285140991, 0.6072534322738647, 0.5991746783256531, 0.5480073690414429, 0.5415019989013672, 0.5291546583175659, 0.5040637254714966, 0.49963608384132385, 0.4953770041465759]"
93856,"[118612, 9392, 11228, 10762, 171424, 239, 88005, 80035, 98568, 2756]","[0.4796401858329773, 0.47312086820602417, 0.4712047576904297, 0.46102502942085266, 0.45235785841941833, 0.4500191807746887, 0.4445864260196686, 0.43675696849823, 0.4357960522174835, 0.4338412880897522]"
9003,"[243940, 33430, 45650, 12150, 43743, 49365, 8981, 6961, 39053, 49963]","[0.5764297842979431, 0.54775071144104, 0.5440124273300171, 0.5438714623451233, 0.5385099053382874, 0.5285995006561279, 0.5258695483207703, 0.5171283483505249, 0.5155792236328125, 0.5146996974945068]"
347126,"[14359, 309425, 1646, 9100, 10047, 10806, 52449, 11545, 10307, 207]","[0.43757063150405884, 0.41709423065185547, 0.3706410527229309, 0.3638213872909546, 0.361981600522995, 0.3619502782821655, 0.3408395051956177, 0.3376801609992981, 0.3353702127933502, 0.32921648025512695]"
10092,"[101179, 146238, 301325, 12281, 10069, 12192, 76726, 299245, 26688, 23082]","[0.4789823889732361, 0.42723244428634644, 0.40735772252082825, 0.39456042647361755, 0.38711047172546387, 0.377379447221756, 0.3642227053642273, 0.35680675506591797, 0.35608434677124023, 0.3532506823539734]"
10643,"[315011, 28165, 10567, 105864, 9607, 35073, 149, 189711, 327, 9012]","[0.45613622665405273, 0.42434659600257874, 0.4048392176628113, 0.4048070013523102, 0.3947986662387848, 0.38109928369522095, 0.3707379698753357, 0.37053006887435913, 0.36783891916275024, 0.36313146352767944]"
46705,"[37786, 14429, 53256, 14395, 9009, 12133, 25786, 225565, 2655, 4257]","[0.5473752617835999, 0.5201601982116699, 0.49683794379234314, 0.49179407954216003, 0.48844918608665466, 0.48332980275154114, 0.4785580039024353, 0.4766857922077179, 0.47500288486480713, 0.47465193271636963]"
546,"[76025, 11023, 43949, 19255, 16871, 4379, 1989, 226, 26837, 20309]","[0.5209201574325562, 0.4656655788421631, 0.46525099873542786, 0.45594528317451477, 0.4463953971862793, 0.44426655769348145, 0.43882322311401367, 0.43778330087661743, 0.43327900767326355, 0.43074485659599304]"
76487,"[157547, 10585, 71859, 13159, 132232, 1417, 109428, 290751, 92635, 153397]","[0.5519540309906006, 0.5009302496910095, 0.500128448009491, 0.4821385145187378, 0.4799577593803406, 0.47897666692733765, 0.47798511385917664, 0.47765642404556274, 0.47641631960868835, 0.4731220602989197]"
5722,"[26837, 269057, 27586, 142132, 9644, 13403, 114065, 19366, 319, 239]","[0.5178942680358887, 0.49801456928253174, 0.49533888697624207, 0.4854913055896759, 0.4801054298877716, 0.4778406322002411, 0.4592074155807495, 0.4569022059440613, 0.44899874925613403, 0.44625982642173767]"
39833,"[25353, 52790, 10590, 13805, 7446, 273899, 209451, 12088, 4688, 41894]","[0.4677596986293793, 0.42670392990112305, 0.4026927053928375, 0.39736247062683105, 0.3936493992805481, 0.38063132762908936, 0.3796447217464447, 0.3777134418487549, 0.376785010099411, 0.3750569820404053]"
