movie_id,closest_movie_ids,similarity_scores
10592,"[18886, 228150, 62255, 9425, 39895, 11699, 28, 44147, 10212, 156022]","[0.6180202960968018, 0.505680501461029, 0.4906633496284485, 0.48166418075561523, 0.471210241317749, 0.4695298969745636, 0.46275582909584045, 0.4619767963886261, 0.4610198438167572, 0.45761001110076904]"
49021,"[43418, 9360, 955, 1620, 19585, 106, 13908, 77459, 11453, 10685]","[0.5040862560272217, 0.4788508415222168, 0.45507436990737915, 0.4485965073108673, 0.44628745317459106, 0.44451025128364563, 0.4374660849571228, 0.4337371587753296, 0.42915576696395874, 0.4280320405960083]"
11535,"[25208, 14544, 109410, 40805, 46529, 276907, 9654, 12113, 136797, 39269]","[0.6015802621841431, 0.46960747241973877, 0.466164767742157, 0.455364465713501, 0.44916674494743347, 0.4481557011604309, 0.446058452129364, 0.4418903887271881, 0.43903815746307373, 0.438454806804657]"
10550,"[9631, 8090, 5820, 9705, 59961, 10285, 9366, 326, 607, 180]","[0.5275942087173462, 0.4939870536327362, 0.49086207151412964, 0.47513115406036377, 0.47103357315063477, 0.4621686339378357, 0.4599587321281433, 0.4596332609653473, 0.45662349462509155, 0.4460470676422119]"
11258,"[136797, 41283, 22907, 273248, 256092, 46727, 146227, 83666, 10017, 2119]","[0.492179274559021, 0.4770621061325073, 0.4665073752403259, 0.46352726221084595, 0.46344852447509766, 0.45828741788864136, 0.44725391268730164, 0.43026772141456604, 0.4295543432235718, 0.42857879400253296]"
12610,"[6950, 8649, 12484, 13812, 119450, 7220, 243940, 4477, 19901, 39514]","[0.4390258491039276, 0.42783111333847046, 0.4276619553565979, 0.4064394533634186, 0.4056040942668915, 0.39978504180908203, 0.3973537087440491, 0.388576865196228, 0.38646551966667175, 0.38185253739356995]"
59981,"[630, 13155, 102651, 241259, 121, 2454, 809, 17834, 10603, 68728]","[0.6348154544830322, 0.5375198125839233, 0.5127867460250854, 0.5082982182502747, 0.48292112350463867, 0.48230695724487305, 0.48203179240226746, 0.4718107283115387, 0.4716438055038452, 0.47148123383522034]"
201088,"[15365, 15983, 35219, 10622, 10610, 1729, 2140, 6687, 33542, 11015]","[0.5375185012817383, 0.5021148324012756, 0.49905264377593994, 0.49765461683273315, 0.493726521730423, 0.48755398392677307, 0.47294262051582336, 0.47246599197387695, 0.47009217739105225, 0.46899253129959106]"
5137,"[9570, 10681, 146631, 91314, 12120, 4858, 168, 861, 44833, 10514]","[0.57527756690979, 0.5395702123641968, 0.5325368046760559, 0.5172603130340576, 0.5161077976226807, 0.5095564126968384, 0.5010155439376831, 0.4921087622642517, 0.49000245332717896, 0.4872770607471466]"
3093,"[15158, 15992, 64682, 11357, 11013, 27573, 12182, 9437, 8874, 50037]","[0.46111467480659485, 0.4503675699234009, 0.4349501132965088, 0.41233566403388977, 0.4086679220199585, 0.4058200418949127, 0.40337979793548584, 0.4015962481498718, 0.40011757612228394, 0.3986594080924988]"
107846,"[9104, 11001, 40805, 228550, 272, 260346, 389425, 12158, 22947, 388]","[0.47099560499191284, 0.4521411061286926, 0.4474409818649292, 0.4458807706832886, 0.4425152540206909, 0.4423965513706207, 0.4350370764732361, 0.43248480558395386, 0.4285099506378174, 0.4283449053764343]"
188207,"[652, 184315, 57165, 18823, 8095, 37958, 102651, 98, 81005, 164372]","[0.7041786909103394, 0.6933875679969788, 0.6451594233512878, 0.5953013300895691, 0.5474920272827148, 0.5399463772773743, 0.504707396030426, 0.5034877061843872, 0.5027296543121338, 0.49157577753067017]"
4614,"[137094, 1669, 296098, 2088, 59961, 23172, 38153, 13056, 9772, 254904]","[0.5547804832458496, 0.5292487144470215, 0.5259565114974976, 0.4825096130371094, 0.4815225601196289, 0.479825884103775, 0.4728735685348511, 0.4631759524345398, 0.46209821105003357, 0.4620509147644043]"
24021,"[8966, 18239, 40264, 12158, 277, 35791, 254470, 1989, 36647, 123553]","[0.7789764404296875, 0.755329966545105, 0.569739580154419, 0.559086799621582, 0.5523208379745483, 0.5380833745002747, 0.5043330788612366, 0.5022196173667908, 0.49507376551628113, 0.4946127235889435]"
11371,"[25636, 10673, 49530, 8457, 175291, 11457, 27360, 14624, 43213, 239563]","[0.5086650252342224, 0.5043962001800537, 0.4827449917793274, 0.4794577360153198, 0.4699871838092804, 0.4694627523422241, 0.46880781650543213, 0.4687495231628418, 0.4677809774875641, 0.4676051437854767]"
20352,"[286217, 33217, 17431, 11692, 8046, 4244, 10208, 927, 39451, 10315]","[0.46210911870002747, 0.4519677758216858, 0.4516639709472656, 0.43371373414993286, 0.4301754832267761, 0.426271915435791, 0.4253270626068115, 0.423346608877182, 0.4145197868347168, 0.41282689571380615]"
11517,"[18487, 2001, 562, 13051, 35219, 9281, 49527, 325173, 256092, 3116]","[0.6284037828445435, 0.6257961988449097, 0.5470671057701111, 0.5263469219207764, 0.5092291831970215, 0.506397008895874, 0.5051723122596741, 0.5049483776092529, 0.5027948617935181, 0.49714311957359314]"
214756,"[34806, 14444, 2074, 71864, 10391, 37080, 12090, 10758, 9032, 21208]","[0.5267616510391235, 0.4760162830352783, 0.4760121703147888, 0.4306381940841675, 0.4233044385910034, 0.4194200038909912, 0.40285488963127136, 0.39632582664489746, 0.39499878883361816, 0.3901713490486145]"
26428,"[11620, 318850, 8095, 15005, 2395, 20943, 979, 12184, 79698, 2577]","[0.40124642848968506, 0.3778899908065796, 0.37288206815719604, 0.3602241277694702, 0.34598785638809204, 0.3444370925426483, 0.3413293957710266, 0.3384982943534851, 0.33389922976493835, 0.3334832787513733]"
9824,"[308531, 36658, 100402, 8536, 1924, 99861, 5137, 271110, 11411, 13056]","[0.5184195041656494, 0.5013555288314819, 0.49168387055397034, 0.48858627676963806, 0.48214560747146606, 0.4774501323699951, 0.4757007360458374, 0.47431379556655884, 0.4733882546424866, 0.473055899143219]"
48988,"[39053, 2959, 38031, 87567, 245, 225565, 887, 1819, 12090, 46705]","[0.5029497146606445, 0.5007236003875732, 0.49390411376953125, 0.49389269948005676, 0.4811307191848755, 0.4778541326522827, 0.4765852689743042, 0.47284793853759766, 0.46210378408432007, 0.45857638120651245]"
9008,"[10629, 9388, 14578, 270487, 107, 4982, 4133, 20337, 13342, 303858]","[0.3944295048713684, 0.3884226679801941, 0.3413333296775818, 0.3363581895828247, 0.3297423720359802, 0.3284669816493988, 0.3240869641304016, 0.31877511739730835, 0.31857407093048096, 0.31808340549468994]"
300673,"[2756, 9645, 387, 75174, 228150, 11426, 8619, 10246, 6068, 15983]","[0.46585431694984436, 0.42411237955093384, 0.4060864746570587, 0.3707382082939148, 0.36008700728416443, 0.3563131093978882, 0.3560202717781067, 0.3559020459651947, 0.3552146553993225, 0.3483999967575073]"
12113,"[106, 59961, 5820, 5353, 35219, 326, 26389, 954, 18828, 17043]","[0.520308792591095, 0.496751606464386, 0.49297207593917847, 0.48242130875587463, 0.47482573986053467, 0.47348272800445557, 0.472029447555542, 0.46624428033828735, 0.4605751037597656, 0.45604270696640015]"
38778,"[122906, 14578, 9849, 654, 44594, 9390, 58680, 10288, 3682, 109451]","[0.5402340888977051, 0.5032756328582764, 0.47340142726898193, 0.46534204483032227, 0.4391140341758728, 0.4348631203174591, 0.4339432716369629, 0.4262898564338684, 0.4242248833179474, 0.4238709807395935]"
72331,"[36647, 76487, 60309, 123553, 13973, 10585, 12437, 8966, 132232, 1547]","[0.4707016944885254, 0.4652478098869324, 0.4522823393344879, 0.4521671533584595, 0.4503190517425537, 0.44014772772789, 0.4356573522090912, 0.4282302260398865, 0.42794346809387207, 0.42720866203308105]"
1844,"[3172, 96238, 2288, 32456, 109729, 189711, 226857, 3766, 10878, 58051]","[0.5153766870498657, 0.5148347616195679, 0.5026766657829285, 0.4924415946006775, 0.48471662402153015, 0.4710967242717743, 0.440378338098526, 0.43487778306007385, 0.4297634959220886, 0.427157998085022]"
846,"[57876, 8836, 168, 4965, 11935, 260346, 70981, 607, 395, 43933]","[0.4845718443393707, 0.48208922147750854, 0.4556642472743988, 0.4524831473827362, 0.43785130977630615, 0.4282529950141907, 0.4223141074180603, 0.42145705223083496, 0.41783204674720764, 0.4151449203491211]"
9703,"[11620, 101173, 23759, 17708, 10545, 17277, 98, 20662, 12877, 11302]","[0.46007680892944336, 0.4582788944244385, 0.4580436944961548, 0.43341830372810364, 0.4191091060638428, 0.39861738681793213, 0.38775205612182617, 0.3854449987411499, 0.3784182667732239, 0.37258416414260864]"
857,"[10212, 3683, 6171, 228150, 12877, 7445, 8292, 84178, 10592, 9289]","[0.4895806312561035, 0.4781697392463684, 0.47625142335891724, 0.46951422095298767, 0.4444648027420044, 0.4361705780029297, 0.43406540155410767, 0.4336462616920471, 0.4273313283920288, 0.4149458408355713]"
136797,"[9896, 46727, 5854, 7459, 109513, 41283, 94072, 86838, 22907, 10981]","[0.6674225330352783, 0.5702139735221863, 0.5425942540168762, 0.5416913032531738, 0.541682243347168, 0.5404218435287476, 0.5371012687683105, 0.5216346979141235, 0.5209920406341553, 0.5185926556587219]"
3981,"[11066, 11676, 256591, 1921, 13994, 28121, 291870, 12182, 9455, 11778]","[0.6342768669128418, 0.5060060024261475, 0.4622288942337036, 0.45715242624282837, 0.44061124324798584, 0.43925872445106506, 0.43848663568496704, 0.4364047944545746, 0.4354804456233978, 0.42753034830093384]"
425,"[8355, 950, 57800, 18785, 1997, 16441, 9392, 80321, 10191, 76285]","[0.6470977067947388, 0.597686231136322, 0.5480846166610718, 0.5067158937454224, 0.49368512630462646, 0.48263218998908997, 0.4781506061553955, 0.4761456549167633, 0.46724748611450195, 0.4632783532142639]"
6171,"[166424, 11509, 9954, 106, 84178, 34851, 150211, 146631, 22267, 347755]","[0.5814650058746338, 0.5759875178337097, 0.5670733451843262, 0.5330219864845276, 0.5215916633605957, 0.5106909871101379, 0.5100998282432556, 0.5070064067840576, 0.5053046941757202, 0.49916955828666687]"
72976,"[89540, 10858, 41894, 10061, 22267, 16353, 238, 126509, 13983, 380097]","[0.43418335914611816, 0.4304295480251312, 0.42613673210144043, 0.41805678606033325, 0.41141560673713684, 0.4077726900577545, 0.40735435485839844, 0.4004673361778259, 0.39629969000816345, 0.3949735760688782]"
603,"[9682, 67373, 87101, 10999, 205596, 860, 62, 10366, 157353, 97020]","[0.4685799181461334, 0.4559363126754761, 0.4438302218914032, 0.4433611333370209, 0.43430790305137634, 0.43223631381988525, 0.41590091586112976, 0.4134233593940735, 0.4065822958946228, 0.4009934365749359]"
568,"[50357, 8413, 9549, 926, 9849, 11935, 1272, 8870, 1685, 8656]","[0.592943012714386, 0.5537986159324646, 0.5119001865386963, 0.5047560334205627, 0.4963386654853821, 0.4824157655239105, 0.46907562017440796, 0.46889111399650574, 0.4652479588985443, 0.45419368147850037]"
9021,"[11395, 10719, 51052, 20468, 13132, 10471, 13673, 879, 10611, 9513]","[0.613114595413208, 0.46675220131874084, 0.40462303161621094, 0.4040136933326721, 0.384066641330719, 0.38337212800979614, 0.382460355758667, 0.3657066822052002, 0.36512285470962524, 0.3610743284225464]"
82695,"[1427, 3933, 22215, 10705, 121826, 11362, 8698, 15487, 12109, 2266]","[0.4200526773929596, 0.3798229694366455, 0.3769572973251343, 0.36801794171333313, 0.36527785658836365, 0.3566848337650299, 0.34822016954421997, 0.34312230348587036, 0.33471882343292236, 0.32884684205055237]"
9489,"[1924, 51820, 18602, 271185, 15992, 29963, 312791, 13680, 2294, 12312]","[0.4200592637062073, 0.402294397354126, 0.40110987424850464, 0.3962681293487549, 0.3846312463283539, 0.3760869801044464, 0.37556731700897217, 0.3709585666656494, 0.3609793782234192, 0.36093491315841675]"
12133,"[693, 1819, 46705, 788, 12257, 87567, 9587, 38073, 89492, 1597]","[0.5056344270706177, 0.5016676783561707, 0.48332980275154114, 0.4761089086532593, 0.4678634703159332, 0.4663441479206085, 0.46030813455581665, 0.45693010091781616, 0.455721914768219, 0.4556647539138794]"
9342,"[1656, 13495, 1913, 6639, 9702, 45054, 76649, 542, 238, 9353]","[0.5159611701965332, 0.514634907245636, 0.44112181663513184, 0.44069695472717285, 0.43190139532089233, 0.4084915518760681, 0.4064127206802368, 0.40497952699661255, 0.3962699770927429, 0.3956303298473358]"
41733,"[1930, 879, 102382, 266647, 9806, 9870, 558, 291362, 794, 16538]","[0.5831097364425659, 0.5124784708023071, 0.5070175528526306, 0.5013819932937622, 0.4760153591632843, 0.4566354751586914, 0.44876375794410706, 0.4310424327850342, 0.42368632555007935, 0.4199312627315521]"
227306,"[1251, 1904, 9952, 424, 127560, 323677, 9664, 84318, 9615, 3683]","[0.48738300800323486, 0.4325915575027466, 0.4232773780822754, 0.41924411058425903, 0.387228786945343, 0.38225018978118896, 0.38003697991371155, 0.3759833872318268, 0.37446391582489014, 0.36458563804626465]"
5551,"[9549, 11935, 40160, 8656, 95, 168, 49047, 21765, 34086, 8413]","[0.6017149090766907, 0.5396734476089478, 0.5145606994628906, 0.512320339679718, 0.5097178816795349, 0.5083311796188354, 0.5018864274024963, 0.5002114176750183, 0.4938701391220093, 0.48489323258399963]"
9350,"[10762, 26039, 9392, 98557, 171759, 10956, 1956, 19556, 13074, 978]","[0.4811639189720154, 0.471463143825531, 0.46354252099990845, 0.44439151883125305, 0.43951281905174255, 0.4249287545681, 0.4227951169013977, 0.4176025390625, 0.4122343361377716, 0.4066399335861206]"
9208,"[2320, 34314, 43306, 329540, 2787, 75612, 19489, 296098, 698, 6068]","[0.5021784901618958, 0.4787328839302063, 0.4746944308280945, 0.4691515564918518, 0.4684686064720154, 0.46550196409225464, 0.4642626643180847, 0.4609069526195526, 0.4590747654438019, 0.4567500352859497]"
4244,"[10783, 8952, 8942, 115, 36696, 10535, 13056, 14160, 36811, 20352]","[0.4932529032230377, 0.47753214836120605, 0.4575406312942505, 0.4537895619869232, 0.4511825442314148, 0.45084452629089355, 0.4469643533229828, 0.43930935859680176, 0.4383193552494049, 0.426271915435791]"
1852,"[562, 97630, 1573, 35219, 75674, 11228, 2355, 10090, 1571, 300671]","[0.5402603149414062, 0.49446892738342285, 0.49149224162101746, 0.43912357091903687, 0.4344736337661743, 0.42301449179649353, 0.4190279543399811, 0.40834447741508484, 0.3943338990211487, 0.38777872920036316]"
11820,"[19344, 11529, 50014, 91721, 25793, 20178, 47941, 873, 50646, 15992]","[0.4618794918060303, 0.4469079077243805, 0.44285282492637634, 0.43692728877067566, 0.42137008905410767, 0.4110296368598938, 0.40716856718063354, 0.39887604117393494, 0.39563101530075073, 0.3903823494911194]"
76493,"[192136, 8831, 7735, 59961, 46829, 8416, 266102, 38319, 26306, 22314]","[0.4277920126914978, 0.35288482904434204, 0.3523346781730652, 0.35075628757476807, 0.35026106238365173, 0.3463999032974243, 0.3415123224258423, 0.32799920439720154, 0.3211196959018707, 0.32096266746520996]"
345,"[2655, 13538, 193610, 18206, 2251, 10068, 9464, 23570, 1412, 209263]","[0.4548936188220978, 0.4546906352043152, 0.45020461082458496, 0.43968579173088074, 0.43389368057250977, 0.43127667903900146, 0.4307827353477478, 0.4285537898540497, 0.42724376916885376, 0.42623788118362427]"
196867,"[55721, 44945, 14054, 21349, 10330, 28355, 248, 17663, 194, 11678]","[0.5819712281227112, 0.5738376379013062, 0.5710968971252441, 0.5352758765220642, 0.5001387596130371, 0.496218204498291, 0.49577048420906067, 0.48707979917526245, 0.47109854221343994, 0.4652920365333557]"
256591,"[11637, 12182, 225565, 13994, 50544, 27573, 11676, 22327, 17707, 14429]","[0.6189193725585938, 0.6127508878707886, 0.5956892967224121, 0.5553493499755859, 0.5370095372200012, 0.5317386388778687, 0.5278078317642212, 0.5229719877243042, 0.5202476978302002, 0.5102758407592773]"
59962,"[136400, 32456, 16155, 193610, 3132, 11778, 14585, 29371, 2293, 153397]","[0.5483598113059998, 0.4852777123451233, 0.45465677976608276, 0.4517115354537964, 0.4458608031272888, 0.44461655616760254, 0.4429377019405365, 0.438247948884964, 0.42816391587257385, 0.4235208332538605]"
36648,"[36586, 38321, 36647, 277, 9920, 19901, 12437, 10577, 3040, 8966]","[0.7098481059074402, 0.6774163246154785, 0.6647995710372925, 0.6321312785148621, 0.5932525396347046, 0.5460507273674011, 0.545222282409668, 0.5272436141967773, 0.5210315585136414, 0.5204375982284546]"
1880,"[117942, 1725, 10913, 50601, 377, 13183, 277216, 14877, 19052, 37686]","[0.40513843297958374, 0.40196824073791504, 0.3983965516090393, 0.3971538841724396, 0.39482182264328003, 0.3920416533946991, 0.38902851939201355, 0.3852928876876831, 0.3845939040184021, 0.38432246446609497]"
9440,"[69668, 23570, 14057, 1717, 15389, 116613, 9466, 2185, 58224, 66]","[0.44257092475891113, 0.4285118579864502, 0.40402352809906006, 0.39884501695632935, 0.398595929145813, 0.39596450328826904, 0.39514830708503723, 0.39506787061691284, 0.3874947130680084, 0.3870450556278229]"
71679,"[35791, 1577, 1576, 13460, 12155, 7737, 13538, 4858, 58431, 312793]","[0.7884165048599243, 0.6092605590820312, 0.6079092025756836, 0.5251182317733765, 0.5023937225341797, 0.4889586865901947, 0.48374927043914795, 0.4717119336128235, 0.46886035799980164, 0.45506051182746887]"
10483,"[865, 241239, 1103, 12088, 13051, 13201, 94329, 34592, 136797, 787]","[0.49121588468551636, 0.44695937633514404, 0.4429999589920044, 0.4417639970779419, 0.4282298684120178, 0.41501930356025696, 0.41291725635528564, 0.40866702795028687, 0.4074888825416565, 0.4050034284591675]"
11412,"[25793, 1957, 62835, 13751, 309919, 10950, 9009, 55123, 40805, 50014]","[0.5074151754379272, 0.505301833152771, 0.49787312746047974, 0.49689143896102905, 0.4938370883464813, 0.49123185873031616, 0.4910019636154175, 0.48907890915870667, 0.48723477125167847, 0.4826468229293823]"
11983,"[152599, 770, 31306, 5125, 68718, 284293, 64639, 36955, 77948, 72086]","[0.4087347984313965, 0.4009578824043274, 0.3990851044654846, 0.39880919456481934, 0.3982884883880615, 0.3756861090660095, 0.3708112835884094, 0.3689979314804077, 0.36615514755249023, 0.3633986711502075]"
6795,"[20856, 601, 348, 4258, 4547, 10193, 10208, 8859, 1696, 50780]","[0.5088008046150208, 0.495646595954895, 0.4576742649078369, 0.4574045240879059, 0.45679906010627747, 0.4462769329547882, 0.4460916221141815, 0.43895918130874634, 0.43295830488204956, 0.4327351748943329]"
550,"[11228, 276907, 11351, 680, 42684, 44594, 226458, 8859, 13201, 59859]","[0.4295227527618408, 0.429060161113739, 0.4271101653575897, 0.42531782388687134, 0.42362338304519653, 0.4209894835948944, 0.41998225450515747, 0.41846323013305664, 0.41782987117767334, 0.41403263807296753]"
11170,"[360339, 77875, 232679, 18925, 19912, 16643, 4942, 2687, 176124, 7305]","[0.4554993510246277, 0.42149800062179565, 0.3950496315956116, 0.3911466598510742, 0.384748250246048, 0.38220080733299255, 0.37893766164779663, 0.3685043454170227, 0.35673272609710693, 0.354067862033844]"
9292,"[47816, 41283, 33, 12150, 1365, 11904, 11306, 14112, 12138, 6977]","[0.5083553791046143, 0.4806806147098541, 0.47220557928085327, 0.45647138357162476, 0.45612457394599915, 0.4512949287891388, 0.4471370577812195, 0.44629228115081787, 0.44398003816604614, 0.44185757637023926]"
10783,"[8952, 4244, 22947, 29463, 14576, 94072, 40805, 49081, 16222, 243]","[0.5244835615158081, 0.4932529032230377, 0.4637313783168793, 0.45856741070747375, 0.4439469575881958, 0.4412260353565216, 0.43962907791137695, 0.4321634769439697, 0.4240971803665161, 0.41970372200012207]"
100241,"[2789, 7450, 280391, 1705, 11253, 228066, 782, 3034, 1724, 70981]","[0.4645889401435852, 0.4590904414653778, 0.45376235246658325, 0.4527754783630371, 0.45232000946998596, 0.4319819211959839, 0.4146572947502136, 0.41184157133102417, 0.40687084197998047, 0.4058517515659332]"
257,"[17917, 29339, 34723, 11798, 11382, 1934, 9686, 509, 2185, 10397]","[0.6957413554191589, 0.5105230212211609, 0.4905228316783905, 0.4783213138580322, 0.4549257755279541, 0.4512689709663391, 0.44643735885620117, 0.4416184425354004, 0.43771857023239136, 0.4359886348247528]"
9947,"[146, 16353, 1975, 82505, 62835, 40914, 116711, 393, 18405, 9626]","[0.5584747195243835, 0.51055908203125, 0.5047077536582947, 0.494184285402298, 0.49326783418655396, 0.47728896141052246, 0.4741517901420593, 0.4740447700023651, 0.474035382270813, 0.458789199590683]"
189,"[187, 17610, 8338, 14295, 146198, 256274, 8285, 3116, 30315, 365222]","[0.4102558493614197, 0.3639605641365051, 0.34333139657974243, 0.3125918507575989, 0.3006248474121094, 0.28950411081314087, 0.2891271412372589, 0.28529590368270874, 0.2735670804977417, 0.27128538489341736]"
12618,"[5503, 592, 2163, 13160, 71547, 43539, 63492, 12159, 18808, 40001]","[0.5217865705490112, 0.5174089670181274, 0.5158661603927612, 0.5105354189872742, 0.4986921548843384, 0.4890671372413635, 0.4888835549354553, 0.48577961325645447, 0.4818881154060364, 0.4811519384384155]"
253412,"[157336, 7305, 294254, 62204, 335244, 70981, 44115, 37834, 9360, 76341]","[0.46247461438179016, 0.4546028971672058, 0.45003068447113037, 0.43893080949783325, 0.43844348192214966, 0.437643826007843, 0.42564836144447327, 0.4215695858001709, 0.42084744572639465, 0.4194316864013672]"
1427,"[824, 82695, 10445, 14652, 44826, 13996, 8841, 11156, 66942, 24363]","[0.43189558386802673, 0.4200526773929596, 0.3838837444782257, 0.36698952317237854, 0.3364543914794922, 0.3330487608909607, 0.3301156759262085, 0.32584214210510254, 0.32512423396110535, 0.3217289447784424]"
818,"[817, 308531, 10366, 816, 11253, 755, 10535, 15239, 3050, 102899]","[0.7131478190422058, 0.5347925424575806, 0.5250442624092102, 0.5094257593154907, 0.5058835744857788, 0.5009434223175049, 0.4935835003852844, 0.49223244190216064, 0.49111148715019226, 0.47847461700439453]"
16577,"[49521, 644, 87421, 782, 16353, 1724, 39254, 10681, 2789, 91314]","[0.5390739440917969, 0.5234520435333252, 0.5119818449020386, 0.5101062059402466, 0.5083757638931274, 0.5055405497550964, 0.5038080215454102, 0.5011135339736938, 0.49551838636398315, 0.4930725693702698]"
329,"[12144, 330, 135397, 9825, 17644, 78394, 533, 77951, 49519, 297100]","[0.5459024906158447, 0.5225619077682495, 0.4976232945919037, 0.4431220293045044, 0.4385174512863159, 0.4364267587661743, 0.4341199994087219, 0.4293782711029053, 0.4291200339794159, 0.4109523296356201]"
12160,"[11969, 335, 14112, 3902, 194662, 98549, 4967, 176074, 17917, 11065]","[0.4813080430030823, 0.4614609181880951, 0.441799134016037, 0.4208577275276184, 0.4203103184700012, 0.41957247257232666, 0.4170328378677368, 0.4147605001926422, 0.3954768776893616, 0.39382749795913696]"
9331,"[137094, 9869, 1900, 47964, 245916, 9625, 9705, 14396, 111, 310706]","[0.657817006111145, 0.6069439053535461, 0.5163697004318237, 0.4839426875114441, 0.47953855991363525, 0.4640544652938843, 0.4471043348312378, 0.44264134764671326, 0.4367666244506836, 0.4247554540634155]"
300168,"[1735, 9550, 23759, 1494, 20542, 581, 38319, 8584, 1729, 11253]","[0.48704618215560913, 0.47746145725250244, 0.4499274492263794, 0.43091103434562683, 0.424574077129364, 0.4211592972278595, 0.4040297865867615, 0.39687851071357727, 0.39090466499328613, 0.38930225372314453]"
9072,"[11001, 27551, 40001, 8839, 9378, 110683, 74777, 21301, 21972, 20856]","[0.5247023105621338, 0.5215849280357361, 0.5127455592155457, 0.5010828971862793, 0.4893060624599457, 0.46771150827407837, 0.467106431722641, 0.46403273940086365, 0.4571068286895752, 0.45563805103302]"
3536,"[387, 12100, 699, 16320, 31668, 228150, 11165, 37694, 10384, 12289]","[0.5067989230155945, 0.44894158840179443, 0.4487653374671936, 0.4484543800354004, 0.41464388370513916, 0.41221538186073303, 0.40075430274009705, 0.4004446864128113, 0.39501386880874634, 0.3935679793357849]"
9087,"[10327, 8835, 3050, 11322, 38363, 24137, 16995, 6521, 168672, 10935]","[0.514223575592041, 0.42850014567375183, 0.40091472864151, 0.3933005928993225, 0.3913307189941406, 0.38937270641326904, 0.3842697739601135, 0.3835567831993103, 0.3833262622356415, 0.3822246193885803]"
12177,"[13074, 14165, 198185, 32740, 10414, 920, 426469, 15198, 260778, 1597]","[0.435920387506485, 0.4357936978340149, 0.430454820394516, 0.42852818965911865, 0.4223337471485138, 0.4136993885040283, 0.41123098134994507, 0.4104636311531067, 0.4079575538635254, 0.4069710075855255]"
12138,"[19489, 161, 944, 22907, 9620, 11442, 298, 388, 310706, 10764]","[0.5356664657592773, 0.5052620768547058, 0.49811485409736633, 0.46717822551727295, 0.4621042013168335, 0.4604343771934509, 0.45988476276397705, 0.4567391276359558, 0.4556594491004944, 0.45352408289909363]"
273248,"[75174, 342521, 11258, 244316, 98568, 3766, 2832, 172391, 10496, 54054]","[0.4784850478172302, 0.46475327014923096, 0.46352726221084595, 0.45189952850341797, 0.4478062391281128, 0.44661515951156616, 0.4459744095802307, 0.4439643323421478, 0.44211405515670776, 0.4398241937160492]"
9955,"[14292, 15198, 11287, 34341, 864, 10878, 9682, 950, 335244, 14278]","[0.4327135384082794, 0.40339964628219604, 0.39040690660476685, 0.38492387533187866, 0.37464576959609985, 0.37459591031074524, 0.36106303334236145, 0.36053070425987244, 0.3591182827949524, 0.3583563566207886]"
50359,"[786, 5722, 141, 89857, 10186, 27586, 10014, 313922, 10715, 67911]","[0.49344801902770996, 0.4441990852355957, 0.4434381127357483, 0.44268810749053955, 0.44126346707344055, 0.44124144315719604, 0.441082626581192, 0.43879780173301697, 0.43558627367019653, 0.43243032693862915]"
1271,"[53182, 652, 1966, 188207, 98, 18823, 8095, 947, 76649, 9313]","[0.6636314988136292, 0.4840715527534485, 0.45696592330932617, 0.4396841526031494, 0.3757593333721161, 0.365323007106781, 0.35860562324523926, 0.35547763109207153, 0.34894993901252747, 0.3416261672973633]"
693,"[1597, 39451, 12133, 87567, 74, 11363, 9587, 39781, 809, 31163]","[0.5810651779174805, 0.5099587440490723, 0.5056344270706177, 0.47380220890045166, 0.4727873206138611, 0.465999960899353, 0.46342718601226807, 0.45998385548591614, 0.45781373977661133, 0.45622432231903076]"
14306,"[252512, 17202, 89325, 421, 44009, 274758, 51942, 37842, 38031, 55831]","[0.4987168312072754, 0.4951068162918091, 0.494091659784317, 0.4714696407318115, 0.43603160977363586, 0.4352569580078125, 0.43113017082214355, 0.426254540681839, 0.42559048533439636, 0.4208313226699829]"
497,"[881, 26388, 29514, 629, 184346, 332, 41283, 95755, 35219, 11439]","[0.49595725536346436, 0.4818318486213684, 0.4459017217159271, 0.4445286989212036, 0.44375598430633545, 0.437492311000824, 0.43655574321746826, 0.4352337718009949, 0.4347297251224518, 0.43077805638313293]"
11199,"[11509, 80035, 21338, 55, 1547, 10781, 11228, 17186, 18616, 10718]","[0.45772725343704224, 0.4404792785644531, 0.43094155192375183, 0.4178014397621155, 0.4119342565536499, 0.4116896688938141, 0.4090340733528137, 0.40382593870162964, 0.3955959677696228, 0.3922618627548218]"
9982,"[146631, 957, 9016, 5137, 849, 13700, 12589, 3604, 166424, 71676]","[0.5336278676986694, 0.4814327359199524, 0.45208245515823364, 0.4494538903236389, 0.4376148581504822, 0.43390268087387085, 0.432140052318573, 0.43049320578575134, 0.4286993145942688, 0.4238967299461365]"
210577,"[332411, 10398, 351043, 10998, 188161, 28211, 1412, 109431, 18530, 11298]","[0.48566871881484985, 0.47895580530166626, 0.4735454320907593, 0.45695626735687256, 0.4448815584182739, 0.44298553466796875, 0.44079408049583435, 0.43895477056503296, 0.4272378087043762, 0.4261990785598755]"
2501,"[10285, 2502, 10283, 297596, 49040, 14778, 2503, 10461, 12797, 1955]","[0.518253743648529, 0.5041931867599487, 0.4675353765487671, 0.46377506852149963, 0.4607616662979126, 0.4599387049674988, 0.45980820059776306, 0.45403456687927246, 0.45351076126098633, 0.4518181383609772]"
